KODA;SLOVENSKI NAZIV;ANGLEŠKI NAZIV;ANGLEŠKI NAZIV KRATEK;KRIŽEC / ETIOLOGIJA;ZVEZDICA / MANIFESTACIJA;VELJAVNOST;SKUPINA OBOLEVNOSTI;SPOL;SPOL TIP;STAROST MIN.;STAROST MAX.;STAROST TIP;REDKA DIAGNOZA;MORFOLOGIJA;NESPREJEMLJIVA GLAVNA DIAGNOZA;PRIJAVA NALEZLJIVE BOLEZNI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A21.8;Druge oblike tularemije;Other forms of tularaemia;Other forms of tularaemia;0;0;1;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A21.9;Tularemija, neopredeljena;Tularaemia, unspecified;Tularaemia unspecified;0;0;1;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A22;Antraks;Anthrax;Anthrax;0;0;0;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A22.0;Kožni antraks;Cutaneous anthrax;Cutaneous anthrax;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A22.1;Pljučni antraks;Pulmonary anthrax;Pulmonary anthrax;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A22.2;Gastrointestinalni antraks;Gastrointestinal anthrax;Gastrointestinal anthrax;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A22.7;Antraksna sepsa;Anthrax sepsis;Anthrax sepsis;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A22.8;Druge oblike antraksa;Other forms of anthrax;Other forms of anthrax;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A22.9;Antraks, neopredeljen;Anthrax, unspecified;Anthrax unspecified;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A23;Bruceloza;Brucellosis;Brucellosis;0;0;0;010;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A23.0;Bruceloza, ki jo povzroča Brucella melitensis;Brucellosis due to Brucella melitensis;Brucellosis due to Brucella melitensis;0;0;1;010;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A23.1;Bruceloza, ki jo povzroča Brucella abortus;Brucellosis due to Brucella abortus;Brucellosis due to Brucella abortus;0;0;1;010;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A23.2;Bruceloza, ki jo povzroča Brucella suis;Brucellosis due to Brucella suis;Brucellosis due to Brucella suis;0;0;1;010;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A23.3;Bruceloza, ki jo povzroča Brucella canis;Brucellosis due to Brucella canis;Brucellosis due to Brucella canis;0;0;1;010;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A23.8;Druge bruceloze;Other brucellosis;Other brucellosis;0;0;1;010;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A23.9;Bruceloza, neopredeljena;Brucellosis, unspecified;Brucellosis unspecified;0;0;1;010;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A24;Nalezljiva smrkavost in smrkavosti podobna bolezen (melioidoza);Glanders and melioidosis;Glanders and melioidosis;0;0;0;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A24.0;Smrkavost;Glanders;Glanders;0;0;1;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A24.1;Akutna in fulminantna melioidoza;Acute and fulminating melioidosis;Acute and fulminating melioidosis;0;0;1;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A24.2;Subakutna in kronična melioidoza;Subacute and chronic melioidosis;Subacute and chronic melioidosis;0;0;1;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A24.3;Druge melioidoze;Other melioidosis;Other melioidosis;0;0;1;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A24.4;Melioidoza, neopredeljena;Melioidosis, unspecified;Melioidosis unspecified;0;0;1;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A25;Vročice zaradi ugriza podgane;Rat-bite fevers;Rat-bite fevers;0;0;0;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A25.0;Spiriloza;Spirillosis;Spirillosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A25.1;Streptobaciloza;Streptobacillosis;Streptobacillosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A25.9;Vročica zaradi ugriza podgane, neopredeljena;Rat-bite fever, unspecified;Rat-bite fever unspecified;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A26;Svinjska rdečica (erizipeloid);Erysipeloid;Erysipeloid;0;0;0;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A26.0;Kožni erizipeloid;Cutaneous erysipeloid;Cutaneous erysipeloid;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A26.7;Sepsa, ki jo povzroča Erysipelothrix;Erysipelothrix sepsis;Erysipelothrix sepsis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A26.8;Druge oblike erizipeloida;Other forms of erysipeloid;Other forms of erysipeloid;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A26.9;Erizipeloid, neopredeljen;Erysipeloid, unspecified;Erysipeloid unspecified;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A27;Leptospiroza;Leptospirosis;Leptospirosis;0;0;0;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A27.0;Ikterohemoragična leptospiroza;Leptospirosis icterohaemorrhagica;Leptospirosis icterohaemorrhagica;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A27.8;Druge oblike leptospiroze;Other forms of leptospirosis;Other forms of leptospirosis;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A27.9;Leptospiroza, neopredeljena;Leptospirosis, unspecified;Leptospirosis unspecified;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A28;Druge bakterijske zoonoze, ki niso uvrščene drugje;Other zoonotic bacterial diseases, not elsewhere classified;Other zoonotic bacterial diseases NEC;0;0;0;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A28.0;Pastereloza;Pasteurellosis;Pasteurellosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A28.1;Bolezen zaradi mačje opraskanine;Cat-scratch disease;Cat-scratch disease;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A28.2;Zunajčrevesna jersinioza;Extraintestinal yersiniosis;Extraintestinal yersiniosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A28.8;Druge opredeljene bakterijske zoonoze, ki niso uvrščene drugje;Other specified zoonotic bacterial diseases, not elsewhere classified;Other spec zoonotic bacterial dis NEC;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A28.9;Bakterijska zoonoza, neopredeljena;Zoonotic bacterial disease, unspecified;Zoonotic bacterial disease unspecified;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A30;Gobavost (lepra)  [Hansenova bolezen];Leprosy [Hansen's disease];Leprosy [Hansen's disease];0;0;0;011;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A30.0;Neopredeljena gobavost;Indeterminate leprosy;Indeterminate leprosy;0;0;1;011;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A30.1;Gobavi tuberkuloid;Tuberculoid leprosy;Tuberculoid leprosy;0;0;1;011;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A30.2;Mejna tuberkuloidna gobavost;Borderline tuberculoid leprosy;Borderline tuberculoid leprosy;0;0;1;011;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A30.3;Mejna gobavost;Borderline leprosy;Borderline leprosy;0;0;1;011;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A30.4;Mejna lepromatozna gobavost;Borderline lepromatous leprosy;Borderline lepromatous leprosy;0;0;1;011;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A30.5;Lepromatozna gobavost;Lepromatous leprosy;Lepromatous leprosy;0;0;1;011;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A30.8;Druge oblike gobavosti;Other forms of leprosy;Other forms of leprosy;0;0;1;011;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A30.9;Gobavost, neopredeljena;Leprosy, unspecified;Leprosy unspecified;0;0;1;011;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A31;Infekcija, ki jo povzročajo druge vrste mikobakterij;Infection due to other mycobacteria;Infection due to other mycobacteria;0;0;0;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A31.0;Pljučna mikobakterijska infekcija;Pulmonary mycobacterial infection;Pulmonary mycobacterial infection;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A31.1;Kožna mikobakterijska infekcija;Cutaneous mycobacterial infection;Cutaneous mycobacterial infection;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A31.8;Druge mikobakterijske infekcije;Other mycobacterial infections;Other mycobacterial infections;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A31.9;Mikobakterijska infekcija, neopredeljena;Mycobacterial infection, unspecified;Mycobacterial infection unspecified;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A32;Listerioza;Listeriosis;Listeriosis;0;0;0;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A32.0;Kožna listerioza;Cutaneous listeriosis;Cutaneous listeriosis;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A32.1;Listerijski meningitis in meningoencefalitis;Listerial meningitis and meningoencephalitis;Listerial meningitis meningoencephalitis;1;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A32.7;Listerijska sepsa;Listerial sepsis;Listerial sepsis;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A32.8;Druge oblike listerioze;Other forms of listeriosis;Other forms of listeriosis;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A32.9;Listerioza, neopredeljena;Listeriosis, unspecified;Listeriosis unspecified;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A33;Tetanus novorojenčkov;Tetanus neonatorum;Tetanus neonatorum;0;0;1;012;;;0;201;2;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A34;Obporodni tetanus;Obstetrical tetanus;Obstetrical tetanus;0;0;1;013;2;1;212;255;2;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A35;Druge vrste tetanus;Other tetanus;Other tetanus;0;0;1;013;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A36;Davica (difterija) ;Diphtheria;Diphtheria;0;0;0;014;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A36.0;Davica v žrelu;Pharyngeal diphtheria;Pharyngeal diphtheria;0;0;1;014;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A36.1;Davica v nosu in žrelu;Nasopharyngeal diphtheria;Nasopharyngeal diphtheria;0;0;1;014;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A36.2;Davica v grlu;Laryngeal diphtheria;Laryngeal diphtheria;0;0;1;014;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A36.3;Davica kože;Cutaneous diphtheria;Cutaneous diphtheria;0;0;1;014;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A36.8;Druge vrste davica;Other diphtheria;Other diphtheria;0;0;1;014;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A36.9;Davica, neopredeljena;Diphtheria, unspecified;Diphtheria unspecified;0;0;1;014;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A37;Oslovski kašelj;Whooping cough;Whooping cough;0;0;0;015;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A37.0;Oslovski kašelj, ki ga povzroča Bordetella pertussis;Whooping cough due to Bordetella pertussis;Whooping cough dt Bordetella pertussis;0;0;1;015;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A37.1;Oslovski kašelj, ki ga povzroča Bordetella parapertussis;Whooping cough due to Bordetella parapertussis;Whooping cough dt Bordetella parapertuss;0;0;1;015;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A37.8;Oslovski kašelj, ki ga povzročajo druge bakterije iz vrste Bordetella;Whooping cough due to other Bordetella species;Whooping cough dt oth Bordetella species;0;0;1;015;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A37.9;Oslovski kašelj, neopredeljen;Whooping cough, unspecified;Whooping cough unspecified;0;0;1;015;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A38;Škrlatinka;Scarlet fever;Scarlet fever;0;0;1;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A39;Meningokokna infekcija;Meningococcal infection;Meningococcal infection;0;0;0;016;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A39.0;Meningokokni meningitis;Meningococcal meningitis;Meningococcal meningitis;0;0;1;016;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A39.1;Waterhouse-Friderichsenov sindrom (E35.1*);Waterhouse-Friderichsen syndrome (E35.1*);Waterhouse-Friderichsen syndrome;1;0;1;016;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A39.2;  Akutna meningokokemija;Acute meningococcaemia;Acute meningococcaemia;0;0;1;016;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A39.3;Kronična meningokokemija;Chronic meningococcaemia;Chronic meningococcaemia;0;0;1;016;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A39.4;Meningokokemija, neopredeljena;Meningococcaemia, unspecified;Meningococcaemia unspecified;0;0;1;016;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A39.5;Meningokokna bolezen srca;Meningococcal heart disease;Meningococcal heart disease;0;0;1;016;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A39.8;Druge meningokokne infekcije;Other meningococcal infections;Other meningococcal infections;0;0;1;016;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A39.9;Meningokokna infekcija, neopredeljena;Meningococcal infection, unspecified;Meningococcal infection unspecified;0;0;1;016;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A40;Streptokokna sepsa;Streptococcal sepsis;Streptococcal sepsis;0;0;0;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A40.0;Sepsa, ki jo povzroča streptokok skupine A;Sepsis due to streptococcus, group A;Sepsis dt streptococcus group A;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A40.1;Sepsa, ki jo povzroča streptokok skupine B;Sepsis due to streptococcus, group B;Sepsis dt streptococcus group B;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A40.2;Sepsa, ki jo povzroča streptokok skupine D;Sepsis due to streptococcus, group D;Sepsis dt streptococcus group D;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A40.3;Sepsa, ki jo povzroča Streptococcus pneumoniae;Sepsis due to Streptococcus pneumoniae;Sepsis dt Streptococcus pneumoniae;0;0;1;017;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A40.8;Druge vrste streptokokna sepsa;Other streptococcal sepsis;Other streptococcal sepsis;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A40.9;Streptokokna sepsa, neopredeljena;Streptococcal sepsis, unspecified;Streptococcal sepsis unspecified;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41;Druge sepse;Other sepsis;Other sepsis;0;0;0;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41.0;Sepsa, ki jo povzroča Staphylococcus aureus;Sepsis due to Staphylococcus aureus;Sepsis due to Staphylococcus aureus;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41.1;Sepsa zaradi kakega drugega opredeljenega stafilokoka;Sepsis due to other specified staphylococcus;Sepsis dt other spec staphylococcus;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41.2;Sepsa, ki jo povzroča neopredeljeni stafilokok;Sepsis due to unspecified staphylococcus;Sepsis due to unsp staphylococcus;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41.3;Sepsa, ki jo povzroča Haemophylus influenzae;Sepsis due to Haemophilus influenzae;Sepsis dt Haemophilus influenzae;0;0;1;017;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41.4;Sepsa, ki jo povzročajo anaerobi;Sepsis due to anaerobes;Sepsis due to anaerobes;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41.5;Sepsa zaradi drugih ali neopredeljenih gramnegativnih mikroorganizmov;Sepsis due to other and unspecified Gram-negative organisms;Sepsis dt oth & unsp gram neg organisms;0;0;0;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41.50;Sepsa, ki jo povzročajo neopredeljeni gramnegativni mikroorganizmi;Sepsis due to unspecified Gram-negative organisms;Sepsis dt unsp Gram neg organisms;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41.51;Sepsa, ki jo povzroča E. coli;Sepsis due to Escherichia coli [E. Coli];Sepsis dt Escherichia coli (E coli);0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41.52;Sepsa, ki jo povzroča bakterija Pseudomonas;Sepsis due to Pseudomonas;Sepsis due to Pseudomonas;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41.58;Sepsa, ki jo povzročajo drugi gramnegativni mikroorganizmi;Sepsis due to other Gram-negative organisms;Sepsis dt other gram neg organisms;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41.8;Druge vrste opredeljena sepsa;Other specified sepsis;Other specified sepsis;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A41.9;Sepsa, neopredeljena;Sepsis, unspecified;Sepsis, unspecified;0;0;1;017;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A42;Aktinomikoza;Actinomycosis;Actinomycosis;0;0;0;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A42.0;Pljučna aktinomikoza;Pulmonary actinomycosis;Pulmonary actinomycosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A42.1;Trebušna aktinomikoza;Abdominal actinomycosis;Abdominal actinomycosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A42.2;Aktinomikoza vratu in obraza;Cervicofacial actinomycosis;Cervicofacial actinomycosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A42.7;Septična aktinomikoza;Actinomycotic sepsis;Actinomycotic sepsis;0;0;1;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A42.8;Druge oblike aktinomikoze;Other forms of actinomycosis;Other forms of actinomycosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A42.9;Aktinomikoza, neopredeljena;Actinomycosis, unspecified;Actinomycosis unspecified;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A43;Nokardioza;Nocardiosis;Nocardiosis;0;0;0;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A43.0;Pljučna nokardioza;Pulmonary nocardiosis;Pulmonary nocardiosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A43.1;Kožna nokardioza;Cutaneous nocardiosis;Cutaneous nocardiosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A43.8;Druge oblike nokardioze;Other forms of nocardiosis;Other forms of nocardiosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A43.9;Nokardioza, neopredeljena;Nocardiosis, unspecified;Nocardiosis unspecified;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A44;Bartoneloza;Bartonellosis;Bartonellosis;0;0;0;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A44.0;Sistemska bartoneloza;Systemic bartonellosis;Systemic bartonellosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A44.1;Kožna in kožnosluznična bartoneloza;Cutaneous and mucocutaneous bartonellosis;Cutaneous & mucocutaneous bartonellosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A44.8;Druge oblike bartoneloze;Other forms of bartonellosis;Other forms of bartonellosis;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A44.9;Bartoneloza, neopredeljena;Bartonellosis, unspecified;Bartonellosis unspecified;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A46;Erizipel (šen);Erysipelas;Erysipelas;0;0;1;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A48;Druge bakterijske bolezni, ki niso uvrščene drugje;Other bacterial diseases, not elsewhere classified;Other bacterial diseases NEC;0;0;0;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A48.0;Plinska gangrena;Gas gangrene;Gas gangrene;0;0;1;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A48.1;Legioneloza (legionarska bolezen);Legionnaires' disease;Legionnaires' disease;0;0;1;018;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A48.2;Legioneloza (legionarska bolezen) brez pljučnice [pontiaška vročica];Nonpneumonic Legionnaires' disease [Pontiac fever];Nonpneumonic Legionnaires' disease;0;0;1;018;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A48.3;Sindrom toksičnega šoka;Toxic shock syndrome;Toxic shock syndrome;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A48.4;Brazilska pupurna vročica;Brazilian purpuric fever;Brazilian purpuric fever;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A48.8;Druge opredeljene bakterijske bolezni;Other specified bacterial diseases;Other specified bacterial diseases;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A49;Bakterijske infekcije na neopredeljenih mestih;Bacterial infection of unspecified site;Bacterial infection of unspecified site;0;0;0;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A49.0;Stafilokokna infekcija, neopredeljena;Staphylococcal infection, unspecified site;Staphylococcal infection unsp site;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A49.1;Streptokokna infekcija, neopredeljena;Streptococcal infection, unspecified site;Streptococcal infection unsp site;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A49.2;Infekcija, ki jo povzroča Haemophilus influenzae, neopredeljena;Haemophilus influenzae infection, unspecified site;Haemophilus influenzae infectn unsp site;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A49.3;Infekcija zaradi mikoplazme, neopredeljena;Mycoplasma infection, unspecified site;Mycoplasma infection unsp site;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A49.8;Druge bakterijske infekcije na neopredeljenih mestih;Other bacterial infections of unspecified site;Other bacterial infections of unsp site;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A49.9;Bakterijska infekcija, neopredeljena;Bacterial infection, unspecified;Bacterial infection unspecified;0;0;1;018;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A50;Prirojeni sifilis;Congenital syphilis;Congenital syphilis;0;0;0;019;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A50.0;Zgodnji prirojeni sifilis, s simptomi;Early congenital syphilis, symptomatic;Early congenital syphilis symptomatic;0;0;1;019;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
